MSA,Year,Quarter,Population,Median_Age,Population18_24,Population_25_and_over,Educ_Lessthan_HS_18_24,Educ_HS_grad,Educ_HS_grad_and_higher,Educ_Some_Assoc_deg,Educ_Bach_deg_or_higher,Educ_Bach_deg_and_higher,Educ_Graduate_deg,perc_ppl_below_pov_level_allppl,perc_ppl_below_pov_level_18andup,TotalRealGrossDomesticProduct,TotalPerCapitaRealGrossDomesticP,TotalGrossDomesticProduct,RegionalPriceParitiesAllItems,RealPersonalIncome,RealPerCapitaPersonalIncome,PerCapitaPersonalIncome,UnemploymentRate,CivilianLaborForce,AllEmployeesEducationandHealthSe,AllEmployeesFinancialActivities,AllEmployeesGovernment,AllEmployeesInformation,AllEmployeesLeisureandHospitalit,AllEmployeesManufacturing,AllEmployeesTotalNonfarm,AllEmployeesMiningLoggingandCons,AllEmployeesProfessionalandBusin,AllEmployeesOtherServices,AllEmployeesTradeTransportationa,AllEmployeesTotalPrivate,AverageWeeklyHoursofAllEmployees,AverageHourlyEarningsofAllEmploy,AverageWeeklyEarningsofAllEmploy,AllEmployeesGoodsProducing,AllEmployeesServiceProviding,AllEmployeesPrivateServiceProvid,AllEmployeesWholesaleTrade,AllEmployeesRetailTrade,AllEmployeesTransportationandUti,AllEmployeesFederalGovernment,AllEmployeesStateGovernment,AllEmployeesLocalGovernment,HousingEstimate,AllTransactionsHousePriceIndex,Unit1StructuresNewPrivateHousing,NewPrivateHousingUnitsAuthorized,air_traffic,Mean_Trav_time_to_work,Number_of_Institutions,Number_of_Offices,Total_Deposits_in_000s
Lakeland,2016,1,637691,40.20000076,55570,461083,17.5,33.70000076,84.30000305,41.5,7.199999809,20.10000038,6.800000191,16.39999962,10.5,17628,31308,16002,97.09999847,20203446,34412,29471,3.766666667,261610.3333,26.1,11.63333333,28.1,2.366666667,17.43333333,18.26666667,209.0666667,16.76666667,31.76666667,7.5,49.13333333,180.9,,,,35.06666667,174,145.8333333,10.7,25.8,12.63333333,1.366666667,4.2,22.53333333,267646,240.61,1783.4,603.6,,25.70000076,20,145,5731578
Lakeland,2016,2,640445,40.20000076,55449,464798,16.20000076,33.40000153,84.5,42.40000153,7.900000095,20.39999962,6.900000095,15.89999962,9.399999619,17753,31238,16239,97,20047450,34100,29532,3.6,262260.6667,26.6,11.63333333,28.03333333,2.4,17.76666667,18.3,210.0666667,16.93333333,31.33333333,7.7,49.36666667,182,,,,35.23333333,174.8333333,146.8,10.46666667,26.13333333,12.8,1.3,4.233333333,22.53333333,270832,245.82,1177.8,498.3333333,,25.70000076,20,144,5725532
Lakeland,2016,3,643199,40.29999924,55327,468513,14.80000019,33.09999847,84.59999847,43.29999924,8.600000381,20.60000038,7,15.39999962,8.300000191,17766,31025,16392,96.90000153,19891454,33788,29584,3.566666667,263797,26.76666667,11.63333333,28.1,2.4,17.76666667,18.1,210.0666667,17.3,31.3,7.466666667,49.23333333,181.9666667,,,,35.33333333,174.7666667,146.6666667,10.4,26.1,12.73333333,1.4,4.2,22.53333333,272895,250.27,1167.7,462.3666667,,25.70000076,20,143,5814879
Lakeland,2016,4,645952,40.29999924,55206,472227,13.5,32.79999924,84.80000305,44.29999924,9.199999809,20.89999962,7.099999905,15,7.099999905,17779,30812,16545,96.90000153,19735460,33477,29635,3.6,264987.6667,27.03333333,11.8,28.33333333,2.333333333,17.76666667,17.6,210.4,17.4,31.46666667,7.3,49.2,181.9666667,,,,35,175.1666667,146.9666667,10.33333333,26.1,12.73333333,1.4,4.233333333,22.7,274958,250.55,998.1,344.1666667,,25.70000076,20,142,5904227
Nashville,2007,1,1486442,36.09999847,139065,1005417,16.10000038,32,85,41.90000153,10,28.60000038,9.399999619,11.80000019,7.5,17792,30598,16697,96.80000305,19579464,33165,29687,3.866666667,266106.6667,27.26666667,11.96666667,27.9,2.266666667,17.73333333,17.5,209.6333333,17.43333333,31.03333333,7.1,49.5,181.7666667,,,,34.96666667,174.7,146.7666667,10.26666667,26.06666667,13.2,1.4,4.233333333,22.26666667,277021,250.72,1238.7,501.7,,25.70000076,20,140,5993574
Nashville,2007,2,1494574,36.20000076,139879,1010497,15.5,31.70000076,85.19999695,42.70000076,10.10000038,28.79999924,9.5,11.89999962,7.599999905,17805,30385,16850,96.69999695,19423468,32853,29738,4.1,267221.3333,27.53333333,12.03333333,28.96666667,2.133333333,17.83333333,17.5,210.4333333,17.16666667,30.6,7,49.6,181.4333333,37,17.76666667,654.0666667,34.66666667,175.7666667,146.7666667,10.33333333,26.26666667,13,1.4,4.3,23.26666667,279084,248.3,858.5,284.6666667,,25.70000076,20,139,6082921
Nashville,2007,3,1502707,36.20000076,140693,1015577,14.89999962,31.29999924,85.40000153,43.5,10.30000019,29,9.600000381,12,7.699999809,17836,30324,16984,96.59999847,19267472,32541,29892,4.333333333,268309.6667,28.23333333,12.03333333,29.13333333,2.266666667,17.9,17.4,210.9,16.5,30.73333333,6.966666667,49.86666667,181.8,37.36666667,17.5,655.8333333,33.83333333,177.1333333,148,10.2,26.5,13.16666667,1.4,4.3,23.5,279891,241.74,782.4,275.7333333,,25.70000076,20,138,6015081
Nashville,2007,4,1510839,36.29999924,141507,1020656,14.30000019,31,85.5,44.29999924,10.39999962,29.20000076,9.699999809,12.19999981,7.699999809,17866,30263,17118,96.59999847,19111476,32230,30045,4.7,268232.6667,28.43333333,12.1,29.33333333,2.166666667,18.46666667,17.1,209.7333333,15.86666667,30.26666667,6.8,49.16666667,180.4333333,36,17.66666667,635.1333333,32.96666667,176.7,147.4666667,9.9,26.5,12.8,1.4,4.3,23.7,280697,235.98,609.1,318.4,,25.70000076,19,137,5947240
Nashville,2008,1,1518971,36.29999924,142321,1025736,13.69999981,30.60000038,85.69999695,45.09999847,10.60000038,29.39999962,9.800000191,12.30000019,7.800000191,17897,30201,17252,96.5,18955480,31918,30199,5.166666667,269077.3333,29,12.03333333,29.63333333,2.1,18.73333333,16.93333333,209.3666667,15.23333333,30.06666667,6.766666667,48.9,179.8,36.43333333,17.23333333,630.7,32.2,177.2333333,147.5333333,9.766666667,26.4,12.73333333,1.4,4.233333333,24,281504,220.07,671.5,407.3666667,,25.70000076,19,136,5879400
Nashville,2008,2,1519391,36.09999847,142447,1020456,14.19999981,31,85.59999847,44.09999847,10.69999981,29.39999962,9.800000191,12.5,8,17927,30140,17386,96.40000153,18799484,31606,30352,5.5,270664,29.33333333,12.23333333,29.9,2.133333333,18.6,16.6,209.8,14.86666667,30.4,6.6,48.96666667,179.8333333,35.86666667,17.33333333,617.7,31.46666667,178.3,148.3333333,9.6,26.6,12.76666667,1.4,4.3,24.2,282310,212.51,515.9,177.2,,25.70000076,18,135,5811559
Nashville,2008,3,1519810,35.90000153,142573,1015177,14.80000019,31.39999962,85.59999847,43,10.80000019,29.29999924,9.699999809,12.80000019,8.199999809,17724,29753,17319,96.30000305,18643488,31294,30017,6.2,272287.6667,29.4,12.33333333,29.7,2.1,18.33333333,16.43333333,207.2666667,14.43333333,29.7,6.5,48.3,177.5666667,35.43333333,17.76666667,630.7333333,30.86666667,176.4333333,146.7333333,9.6,26.26666667,12.53333333,1.366666667,4.3,24.03333333,282844,196.06,396.7,133.4333333,,,18,135,5751189
Nashville,2008,4,1520230,35.70000076,142699,1009897,15.30000019,31.79999924,85.5,42,10.89999962,29.29999924,9.699999809,13.10000038,8.5,17522,29365,17251,96.30000305,18487492,30983,29681,7.3,275083.3333,29.53333333,12.56666667,29.5,2.1,18.1,16.36666667,206.5333333,14.13333333,29.6,6.433333333,48.1,177.0333333,36.46666667,17.83333333,647.9333333,30.5,175.9333333,146.5333333,9.566666667,26.1,12.43333333,1.366666667,4.2,23.93333333,283379,203.6,269.1,88.7,,,18,136,5690818
Nashville,2009,1,1520649,35.5,142825,1004617,15.80000019,32.20000076,85.40000153,41,11,29.29999924,9.600000381,13.30000019,8.699999809,17319,28978,17184,96.19999695,18331496,30671,29346,8.7,275595.3333,29.26666667,12.43333333,29.83333333,2.033333333,17.56666667,16,203.0666667,13.53333333,28.9,6.266666667,47.2,173.2333333,36,18.03333333,653.4666667,29.5,173.5333333,143.6666667,9.5,25.46666667,12.23333333,1.4,4.266666667,24.2,283913,191.87,275.3,89.2,1106011,26.29999924,18,136,5630448
Nashville,2009,2,1525872,35.59999847,144924,1006321,15.89999962,31.89999962,85.5,41.09999847,11.10000038,29.39999962,9.699999809,13.80000019,9,17116,28590,17116,96.09999847,18175500,30359,29010,10.46666667,275266.6667,29.06666667,12.3,29.86666667,2,17.5,15.4,199.6,12.83333333,28.36666667,6.133333333,46.2,169.8,36.86666667,17.76666667,652.8333333,28.2,171.4333333,141.5333333,9.3,24.73333333,12.13333333,1.366666667,4.3,24.23333333,284447,177.08,289.5,97.93333333,1323376,26.20000076,18,136,5570077
Nashville,2009,3,1531095,35.59999847,147024,1008025,15.89999962,31.60000038,85.69999695,41.20000076,11.30000019,29.5,9.800000191,14.39999962,9.199999809,17069,28459,17121,95.69999695,18475264,30799,29429,11.03333333,274843.3333,29,12.1,30.03333333,1.9,17.5,15,196.9,12.23333333,27.93333333,6.066666667,45.4,167.1333333,36.53333333,18.3,669.4333333,27.26666667,169.9,139.9,9.133333333,24.23333333,12.1,1.433333333,4.3,24.33333333,283628,167.66,301.6,99.83333333,1250031,26.10000038,18,135,5593516
Nashville,2009,4,1536318,35.70000076,149123,1009728,15.89999962,31.39999962,85.80000305,41.29999924,11.39999962,29.60000038,9.800000191,14.89999962,9.5,17022,28327,17125,95.30000305,18775028,31240,29848,11.53333333,272274.3333,29,11.8,29.96666667,1.866666667,17.3,14.6,194.1333333,11.7,26.86666667,6.1,44.9,164.0666667,36.23333333,18.86666667,681.7,26.3,167.7333333,137.8,8.966666667,23.96666667,12.03333333,1.3,4.333333333,24.3,282810,165.87,327.8,108.7333333,1196738,26.10000038,18,133,5616954
Nashville,2010,1,1541541,35.70000076,151222,1011432,16,31.10000038,85.90000153,41.40000153,11.5,29.70000076,9.899999619,15.39999962,9.800000191,16975,28196,17130,94.90000153,19074788,31680,30267,12.13333333,270263,29.1,11.7,29.7,1.833333333,17.13333333,14.4,192.7,11.46666667,26.6,6.066666667,44.73333333,162.9,35.9,18.7,674.2333333,25.83333333,166.8,137.1,8.866666667,24.03333333,11.83333333,1.4,4.333333333,23.96666667,281991,156.2,320.2,136.4333333,1097763,26,18,132,5640393
Nashville,2010,2,1548523,35.79999924,151874,1016511,15.60000038,31,86,41.79999924,11.5,29.79999924,10,15.19999981,9.800000191,16928,28064,17134,94.5,19374552,32120,30686,12.16666667,277820,28.9,11.76666667,29.56666667,1.8,16.96666667,14.26666667,191.6666667,11.3,26.53333333,5.966666667,44.7,162.2666667,36.4,18.86666667,685.7333333,25.56666667,166.2666667,136.6666667,8.733333333,24.1,11.83333333,1.333333333,4.366666667,23.9,281172,157.08,252.2,87.3,1277819,26,18,130,5663831
Nashville,2010,3,1555506,35.79999924,152526,1021590,15.30000019,30.89999962,86.09999847,42.29999924,11.60000038,29.89999962,10,15,9.699999809,16852,27865,17148,94.40000153,19587380,32386,31111,11.93333333,278687.6667,29,11.7,30.66666667,1.8,16.93333333,14.3,191.7666667,11.1,25.63333333,5.933333333,44.76666667,161.2,37,18.3,677.4333333,25.4,166.4333333,135.8,8.766666667,24.2,11.9,2.166666667,4.366666667,24.13333333,281130,151.18,235.8,100.7,1146236,25.89999962,18,130,5691958
Nashville,2010,4,1562488,35.90000153,153177,1026669,14.89999962,30.70000076,86.19999695,42.79999924,11.60000038,30,10.10000038,14.89999962,9.699999809,16776,27666,17162,94.40000153,19800204,32651,31536,12.16666667,278670.6667,29.26666667,11.7,30.13333333,1.766666667,16.66666667,14.16666667,190.8333333,10.9,25.43333333,5.733333333,44.9,160.4333333,36.53333333,17.86666667,651.1333333,25.06666667,165.6,135.4333333,8.7,24.16666667,12.03333333,1.566666667,4.333333333,24.23333333,281088,141.6,187.1,64.2,1107852,25.89999962,18,130,5720086
Nashville,2011,1,1569470,36,153829,1031748,14.60000038,30.60000038,86.30000305,43.20000076,11.69999981,30.10000038,10.10000038,14.69999981,9.600000381,16700,27466,17176,94.30000305,20013032,32917,31961,12.3,278644.6667,29.5,11.83333333,29.56666667,1.7,16.56666667,14.13333333,189.9333333,10.73333333,25.2,5.633333333,45.13333333,160.4333333,36.16666667,18.03333333,653.3333333,24.86666667,165.1333333,135.6333333,8.7,24.3,12.1,1.266666667,4.366666667,23.93333333,281046,136.88,258,83.1,955503,25.79999924,18,129,5748213
Nashville,2011,2,1575966,36,154365,1036614,14.19999981,30.5,86.40000153,43.5,11.80000019,30.29999924,10.19999981,14.60000038,9.600000381,16624,27267,17190,94.19999695,20225858,33182,32386,11.73333333,278067.3333,29.56666667,11.76666667,29.56666667,1.7,17.43333333,14.3,189.6333333,10.53333333,23.83333333,5.433333333,45.36666667,160.0333333,35.53333333,17.96666667,638.8,24.83333333,164.6666667,135.1666667,8.833333333,24.26666667,12.23333333,1.2,4.4,23.93333333,281004,140.55,305.9,107.6666667,1171877,25.89999962,18,129,5776340
Nashville,2011,3,1582462,36,154902,1041480,13.89999962,30.5,86.59999847,43.79999924,11.89999962,30.5,10.30000019,14.5,9.5,16639,27230,17309,94.19999695,20142432,32965,32302,11.5,276468.3333,29.93333333,11.63333333,29.1,1.666666667,17.33333333,14.13333333,189.5666667,10.46666667,24.36666667,5.433333333,45.86666667,160.8666667,35,17.66666667,618.8666667,24.63333333,165.3,136.2,9.033333333,24.43333333,12.43333333,1.133333333,4.3,23.63333333,280962,141.3,259.5,83.26666667,1134982,26,18,128,5764072
Nashville,2011,4,1588958,36,155438,1046346,13.5,30.39999962,86.80000305,44.20000076,11.89999962,30.60000038,10.30000019,14.39999962,9.399999619,16655,27192,17427,94.09999847,20059008,32748,32218,11.3,276207,29.66666667,11.6,28.93333333,1.633333333,17.83333333,14.2,189.8,10.26666667,24.5,5.366666667,46.16666667,161.2,35.16666667,17.36666667,610.6,24.5,165.6666667,136.7333333,8.966666667,24.6,12.6,1.166666667,4.266666667,23.46666667,,134.71,371.8,124.9333333,1109751,26,18,127,5751804
Nashville,2012,1,1595454,36,155974,1051212,13.10000038,30.29999924,86.90000153,44.5,12,30.79999924,10.39999962,14.30000019,9.399999619,16670,27155,17546,94,19975584,32531,32134,10.53333333,276817,29.53333333,11.36666667,28.9,1.6,18.53333333,14.13333333,190.5666667,10.1,24.56666667,5.4,46.36666667,161.6666667,35.16666667,17.56666667,619.3333333,24.3,166.3,137.4,9.033333333,24.53333333,12.8,1.2,4.2,23.43333333,,134.46,270.4,93.9,965292,26.10000038,18,126,5739535
Nashville,2012,2,1622241,36,158428,1069741,13,30.60000038,87,44.29999924,11.89999962,30.79999924,10.39999962,14.10000038,9.199999809,16685,27117,17664,94,19892160,32314,32050,10.03333333,275331.6667,29.36666667,11.33333333,28.8,1.6,18.63333333,14.2,190.3666667,10,24.6,5.3,46.6,161.7,34.83333333,17.83333333,622.2666667,24.23333333,166.2333333,137.4,9.1,24.43333333,13,1.133333333,4.1,23.6,,137.81,330.6,153.2333333,1164039,26.10000038,18,125,5727267
Nashville,2012,3,1649029,36.09999847,160883,1088271,13,30.89999962,87.09999847,44.20000076,11.80000019,30.79999924,10.39999962,14,9.100000381,16801,27223,17861,93.90000153,19899148,32231,32045,9.833333333,276860,29.43333333,11.4,28.6,1.6,18.93333333,14.43333333,192.0333333,10.16666667,25.16666667,5.333333333,46.96666667,163.4333333,34.93333333,18.46666667,643.6333333,24.6,167.4666667,138.8,9.266666667,24.6,13.13333333,1.1,4,23.6,,139.63,412.3,135.4,1152093,26,18,124,5797988
Nashville,2012,4,1675816,36.09999847,163337,1106800,12.89999962,31.20000076,87.19999695,44,11.69999981,30.70000076,10.5,13.89999962,8.899999619,16917,27330,18057,93.80000305,19906134,32147,32040,9.533333333,277821.3333,29.3,11.43333333,28.56666667,1.6,19,14.76666667,193.4666667,10.26666667,25.76666667,5.3,47.33333333,164.8,35.96666667,18.46666667,661.8666667,25.03333333,168.4333333,139.8,9.3,24.63333333,13.4,1.1,3.9,23.6,,138.93,427.6,144.8,1137903,26,18,123,5868708
Nashville,2013,1,1702603,36.09999847,165791,1125329,12.89999962,31.5,87.30000305,43.90000153,11.60000038,30.70000076,10.5,13.69999981,8.800000191,17033,27436,18254,93.69999695,19913122,32064,32035,9.066666667,278679.6667,29.5,11.53333333,28.43333333,1.6,18.96666667,15,194.0666667,10.4,26,5.233333333,47.36666667,165.6666667,35.3,18.5,653.9333333,25.4,168.6333333,140.2333333,9.166666667,24.8,13.36666667,1.1,3.833333333,23.5,,144.87,532.6,189.1333333,1030177,26,18,122,5939429
Nashville,2013,2,1709581,36.20000076,166361,1130662,12.80000019,31.70000076,87.40000153,43.70000076,11.69999981,30.79999924,10.60000038,14.10000038,9.100000381,17149,27542,18450,93.59999847,19920108,31980,32030,8.733333333,278685.6667,29.76666667,11.53333333,28.46666667,1.566666667,19.03333333,15.36666667,196.2333333,10.7,26.83333333,5.266666667,47.86666667,167.9333333,35.6,18.56666667,663.0666667,26.06666667,170.3333333,141.8666667,9.4,25.16666667,13.36666667,1.1,3.8,23.53333333,,146.67,498.1,176.3333333,1263179,26.10000038,18,121,6010149
Nashville,2013,3,1716559,36.29999924,166931,1135995,12.80000019,31.89999962,87.40000153,43.5,11.80000019,31,10.69999981,14.39999962,9.300000191,17100,27331,18487,93.5,20109754,32123,32288,8.433333333,279103,29.9,11.6,28.06666667,1.566666667,19.6,15.73333333,196.3,10.8,25.93333333,5.233333333,47.8,168.0666667,34.96666667,18.76666667,655.7,26.46666667,169.7,141.5666667,9.333333333,25.13333333,13.36666667,1.1,3.7,23.33333333,,150.89,507.7,169.6666667,1192498,26.20000076,18,119,6187057
Nashville,2013,4,1723537,36.29999924,167500,1141327,12.69999981,32.09999847,87.5,43.40000153,11.80000019,31.10000038,10.69999981,14.80000019,9.600000381,17050,27120,18525,93.40000153,20299400,32266,32546,8.066666667,278549.6667,30.1,11.63333333,27.83333333,1.6,19.9,16.16666667,197.2333333,10.96666667,25.56666667,5.266666667,48.06666667,169.3333333,35,18.96666667,661.8333333,27.16666667,170.0333333,142.1333333,9.3,25.4,13.3,1.066666667,3.633333333,23.16666667,,154.04,621.3,201.2333333,1174585,26.20000076,18,117,6363966
Nashville,2014,1,1730515,36.40000153,168070,1146660,12.60000038,32.29999924,87.59999847,43.20000076,11.89999962,31.29999924,10.80000019,15.10000038,9.899999619,17001,26908,18562,93.30000305,20489044,32408,32803,7.633333333,277776,30.5,11.7,28,1.566666667,20,16.3,198.8,11.13333333,25.6,5.466666667,48.53333333,170.8333333,35.36666667,19.16666667,678.6666667,27.4,171.3666667,143.5,9.433333333,25.8,13.26666667,1,3.566666667,23.43333333,,158.14,658.2,230.0666667,1084387,26.29999924,18,114,6540874
Nashville,2014,2,1738348,36.40000153,168698,1152669,12.39999962,32.40000153,87.80000305,43.20000076,12,31.5,10.89999962,14.5,9.5,16951,26697,18599,93.19999695,20678688,32551,33061,7.566666667,278795,30.3,11.7,27.73333333,1.6,20.36666667,16.43333333,200,11.13333333,26.3,5.8,48.76666667,172.3,35.3,19.56666667,692.3333333,27.56666667,172.4333333,144.7,9.2,26.2,13.33333333,1,3.5,23.2,,160.51,638.1,211.9,1289040,26.39999962,18,112,6717782
Nashville,2014,3,1746182,36.5,169325,1158678,12.10000038,32.5,88,43.20000076,12.19999981,31.79999924,11,13.80000019,9.199999809,17014,26646,18777,93.09999847,20920108,32737,33303,7.333333333,278314.3333,30.36666667,11.7,26.86666667,1.6,20.4,16.4,200.9,11.33333333,27.36666667,5.6,49.06666667,173.8333333,35.06666667,20.13333333,705.5,27.7,173.1,146.1,9.333333333,26.4,13.36666667,1,3.533333333,22.33333333,,162.87,627.3,217.2666667,1224245,26.39999962,18,110,6894690
Nashville,2014,4,1754015,36.5,169953,1164686,11.89999962,32.70000076,88.09999847,43.20000076,12.30000019,32,11,13.19999981,8.800000191,17078,26594,18954,93.09999847,21161528,32923,33545,7.066666667,278673.6667,30.6,11.7,26.83333333,1.6,20.7,16.33333333,201.6333333,11.4,27.2,5.5,49.66666667,174.7666667,35.4,20.1,709.3,27.76666667,173.8666667,147.0333333,9.633333333,26.56666667,13.5,1,3.433333333,22.36666667,,164.46,571.2,198.5666667,1186711,26.5,18,108,7071599
Nashville,2015,1,1761848,36.5,170580,1170695,11.60000038,32.79999924,88.30000305,43.20000076,12.39999962,32.29999924,11.10000038,12.5,8.399999619,17141,26543,19132,93,21402948,33108,33786,6.866666667,278877.6667,30.56666667,11.8,27,1.566666667,21.53333333,16.46666667,203.6,11.5,27.43333333,5.5,50.13333333,176.5666667,35.5,20.33333333,722.5,27.93333333,175.4666667,148.6333333,9.766666667,26.7,13.66666667,1,3.433333333,22.56666667,,170.32,665.2,233.2333333,1124747,26.5,59,526,29138620
Nashville,2015,2,1770029,36.40000153,171883,1190822,11.5,32.70000076,88.5,42.79999924,13,32.79999924,11.30000019,12.30000019,8.300000191,17204,26491,19309,92.90000153,21644366,33294,34028,6.633333333,278923.3333,30.96666667,11.93333333,26.86666667,1.6,21.63333333,16.33333333,205.0333333,11.7,27.53333333,5.6,50.93333333,178.1333333,35.7,21,750.1666667,28.03333333,176.9666667,150.0666667,10,27,13.93333333,1,3.466666667,22.36666667,,172.58,647.2,214.2,1359836,26.60000038,59,535,29641304
Nashville,2015,3,1778209,36.40000153,173187,1210949,11.39999962,32.5,88.80000305,42.29999924,13.69999981,33.29999924,11.60000038,12.10000038,8.100000381,17321,26500,19522,92.80000305,21885784,33480,34071,6.5,279743.6667,30.86666667,12.1,27.26666667,1.6,21.96666667,16.5,206.9,11.9,27.3,5.633333333,51.73333333,179.5666667,36.43333333,21.26666667,773.1333333,28.43333333,178.5333333,151.1,10.1,27.23333333,14.43333333,1.066666667,3.5,22.73333333,,178.08,793.5,271.7666667,1261038,26.79999924,59,544,30143988
Nashville,2015,4,1786390,36.29999924,174490,1231076,11.30000019,32.40000153,89,41.90000153,14.30000019,33.70000076,11.80000019,11.80000019,8,17438,26509,19736,92.80000305,22127204,33666,34114,6.033333333,279835.3333,31.36666667,12.3,27.43333333,1.6,22.3,16.63333333,209.4,12.26666667,27.5,5.733333333,51.93333333,181.7,36.4,21.76666667,791.9333333,28.9,180.2666667,152.8333333,10.13333333,27.16666667,14.63333333,1.1,3.5,22.8,,176.93,684,218.3666667,1289003,26.89999962,60,553,30646672
Nashville,2016,1,1794570,36.29999924,175793,1251203,11.19999981,32.29999924,89.30000305,41.5,14.89999962,34.20000076,12,11.60000038,7.800000191,17554,26518,19949,92.69999695,22368624,33851,34156,5.933333333,279742,31.23333333,12.3,27.2,1.633333333,22.5,16.83333333,209.9,12.63333333,27.5,5.8,52.23333333,182.8,36.86666667,21.93333333,809.6666667,29.46666667,180.2666667,153.3,10.16666667,27.26666667,14.8,1.1,3.5,22.6,,186.41,761,351.8666667,1189912,27,60,562,31149356
Nashville,2016,2,1802751,36.29999924,177096,1271330,11.10000038,32.20000076,89.5,41.09999847,15.5,34.70000076,12.19999981,11.39999962,7.599999905,17671,26527,20162,92.59999847,22610044,34037,34199,5.766666667,281780,31.36666667,12.53333333,27.43333333,1.7,22.73333333,17.03333333,211.1666667,12.63333333,28,5.766666667,52,183.7666667,36.56666667,21.16666667,775.6333333,29.7,181.4666667,154.0333333,10.03333333,27.1,14.9,1.066666667,3.5,22.83333333,,190.64,754.9,395.2,1429178,27.10000038,60,571,31652040
Nashville,2016,3,1810931,36.20000076,178400,1291457,11,32,89.80000305,40.70000076,16.10000038,35.20000076,12.39999962,11.10000038,7.5,17788,26536,20375,92.5,22851462,34223,34242,5.633333333,282962.6667,31.53333333,12.63333333,27.9,1.633333333,23.13333333,17.1,213.3333333,12.73333333,28.4,5.9,52.4,185.4,35.8,21.4,765.4333333,29.83333333,183.5666667,155.5333333,10.13333333,27.33333333,14.96666667,1.1,3.566666667,23.23333333,,190.95,803,275.2666667,1384051,27.20000076,60,574,31932192
Nashville,2016,4,1819112,36.20000076,179703,1311584,10.89999962,31.89999962,90,40.20000076,16.79999924,35.59999847,12.69999981,10.89999962,7.300000191,17905,26545,20589,92.40000153,23092882,34409,34285,5.533333333,286128.6667,31.7,12.63333333,28.2,1.7,23.26666667,17.1,215.9666667,12.73333333,29.1,5.866666667,53.26666667,187.5,35.53333333,21.63333333,767.4333333,29.83333333,185.9666667,157.7333333,10.16666667,27.7,15.4,1.1,3.666666667,23.46666667,,198.54,1051.7,336.9333333,1374575,27.29999924,61,578,32212340
Tampa,2007,1,2687027,40.79999924,220639,1907173,18.60000038,36.09999847,86.5,38.09999847,7.300000191,26.10000038,8.399999619,11.30000019,7.800000191,18021,26554,20802,92.40000153,23334300,34594,34327,5.666666667,288923,32.33333333,12.7,28.33333333,1.7,23.7,17.06666667,217.9333333,12.86666667,29.56666667,5.966666667,53.63333333,189.6666667,35.63333333,22.33333333,797.6,29.96666667,187.7666667,159.6666667,10.23333333,27.83333333,15.56666667,1.1,3.633333333,23.56666667,,203.24,982.8,341.2,1184569,27.39999962,61,581,32492490
Tampa,2007,2,2693281,40.90000153,220605,1910519,18.10000038,35.90000153,86.5,38.70000076,7.300000191,26,8.399999619,11.60000038,8.100000381,,,,,,,,5.633333333,292748,32.73333333,12.73333333,28.56666667,1.7,23.86666667,16.96666667,219,13.06666667,29.43333333,6,54.5,190.9,35.7,22.16666667,792.9,30.1,189.4333333,160.8333333,10.36666667,28.43333333,15.7,1.1,3.6,23.86666667,,,875.3,297.0666667,1515511,27.5,61,584,32772640
Tampa,2007,3,2699535,40.90000153,220572,1913865,17.70000076,35.70000076,86.5,39.29999924,7.300000191,25.89999962,8.399999619,11.89999962,8.300000191,,,,,,,,4.9,292932.3333,32.86666667,12.76666667,28.86666667,1.633333333,23.9,17.06666667,220.3666667,13.03333333,30.03333333,6.033333333,54.23333333,191.5,35.76666667,21.9,783.1,30.13333333,190.4,161.3333333,10.43333333,28.03333333,15.8,1.1,3.633333333,24.16666667,633856,155.38,3347.4,1367.633333,1498856,27.5,61,586,33588252
Tampa,2007,4,2705788,41,220538,1917210,17.29999924,35.40000153,86.5,39.90000153,7.400000095,25.70000076,8.5,12.19999981,8.600000381,,,,,,,,4.166666667,293237,32.13333333,12.86666667,29.06666667,1.666666667,23.86666667,17.23333333,222.1333333,13.2,30.83333333,6.066666667,54.3,192.3666667,35.46666667,21.83333333,771.1333333,30.43333333,191.1,162.0666667,10.4,28.16666667,15.8,1.066666667,3.6,24.4,638190,158.94,3397.6,1404.866667,1493461,27.60000038,62,588,34403864
Tampa,2008,1,2712042,41.09999847,220504,1920556,16.79999924,35.20000076,86.5,40.5,7.400000095,25.60000038,8.5,12.60000038,8.899999619,78977,52257,72360,94.90000153,69858496,45089,36280,5.1,812054,103.3666667,47.33333333,101.5666667,20.43333333,76.4,92.43333333,759.3333333,35.86666667,97.46666667,31,153.7333333,657.7666667,,,,128.3333333,631.1666667,529.5666667,37.13333333,87.56666667,29,11.7,28.63333333,61.2,642525,162.13,3382.5,1273.3,1314633,27.60000038,62,590,35219476
Tampa,2008,2,2716407,41,221782,1922854,17.10000038,35.29999924,86.5,40.29999924,7.300000191,25.39999962,8.5,12.89999962,9.100000381,79810,52440,73543,94.90000153,69905128,44939,36802,4.766666667,826841,104.9333333,47.63333333,102.7333333,20.16666667,77,92.53333333,766.3333333,37.16666667,98.16666667,31.06666667,155.4333333,664.3,,,,129.6666667,637.3333333,534.4,37.46666667,88.23333333,29.8,11.66666667,29.36666667,61.7,646860,165.67,3823.1,1365.7,1686988,27.70000076,62,592,36035088
