MSA,Year,Quarter,Population,Median_Age,Population18_24,Population_25_and_over,Educ_Lessthan_HS_18_24,Educ_HS_grad,Educ_HS_grad_and_higher,Educ_Some_Assoc_deg,Educ_Bach_deg_or_higher,Educ_Bach_deg_and_higher,Educ_Graduate_deg,perc_ppl_below_pov_level_allppl,perc_ppl_below_pov_level_18andup,TotalRealGrossDomesticProduct,TotalPerCapitaRealGrossDomesticP,TotalGrossDomesticProduct,RegionalPriceParitiesAllItems,RealPersonalIncome,RealPerCapitaPersonalIncome,PerCapitaPersonalIncome,UnemploymentRate,CivilianLaborForce,AllEmployeesEducationandHealthSe,AllEmployeesFinancialActivities,AllEmployeesGovernment,AllEmployeesInformation,AllEmployeesLeisureandHospitalit,AllEmployeesManufacturing,AllEmployeesTotalNonfarm,AllEmployeesMiningLoggingandCons,AllEmployeesProfessionalandBusin,AllEmployeesOtherServices,AllEmployeesTradeTransportationa,AllEmployeesTotalPrivate,AverageWeeklyHoursofAllEmployees,AverageHourlyEarningsofAllEmploy,AverageWeeklyEarningsofAllEmploy,AllEmployeesGoodsProducing,AllEmployeesServiceProviding,AllEmployeesPrivateServiceProvid,AllEmployeesWholesaleTrade,AllEmployeesRetailTrade,AllEmployeesTransportationandUti,AllEmployeesFederalGovernment,AllEmployeesStateGovernment,AllEmployeesLocalGovernment,HousingEstimate,AllTransactionsHousePriceIndex,Unit1StructuresNewPrivateHousing,NewPrivateHousingUnitsAuthorized,air_traffic,Mean_Trav_time_to_work,Number_of_Institutions,Number_of_Offices,Total_Deposits_in_000s
Tampa,2008,3,2720772,40.90000153,223061,1925151,17.5,35.29999924,86.5,40,7.099999905,25.10000038,8.5,13.19999981,9.199999809,80644,52622,74726,94.90000153,69951752,44788,37324,4.166666667,836310.6667,105.6333333,47.9,103.5,20.33333333,77.33333333,91.93333333,772.0333333,37.8,99.2,31.2,157.0666667,668.2666667,,,,129.7666667,641.8666667,538.6,37.46666667,88.66666667,30.93333333,11.66666667,29.1,62.56666667,651195,168.88,3581.8,1338.633333,1655297,27.70000076,62,592,36658716
Tampa,2008,4,2725136,40.70000076,224339,1927449,17.89999962,35.40000153,86.5,39.79999924,6.900000095,24.89999962,8.5,13.60000038,9.399999619,81477,52805,75909,94.90000153,69998384,44638,37846,4.266666667,848756.6667,106.0333333,48,102.6666667,20.3,77.86666667,92.36666667,776.6333333,38.6,100.3333333,31.36666667,158.3,673.3333333,,,,131.0666667,645.0333333,542.4333333,37.76666667,88.86666667,31.66666667,11.53333333,29.1,62.1,655529,173.49,3380.2,1250.566667,1663465,27.79999924,62,591,37282348
Tampa,2009,1,2729501,40.59999847,225617,1929746,18.20000076,35.5,86.5,39.5,6.800000191,24.60000038,8.5,13.89999962,9.600000381,82310,52987,77092,94.90000153,70045008,44487,38368,4.533333333,848694,107.1666667,48.16666667,103.3666667,20.23333333,79.36666667,92.16666667,782.6333333,40.23333333,100.4,31.73333333,159.3,678.5666667,,,,132.3666667,649.7,546.3,37.9,89.3,32.03333333,11.6,29.43333333,62.33333333,659864,176.34,3121.2,1235.7,1461351,,61,591,37905980
Tampa,2009,2,2733463,40.79999924,230062,1936416,17.79999924,35.20000076,86.59999847,40.09999847,7.099999905,25,8.5,13.69999981,10.10000038,82093,52526,77365,94.90000153,70091640,44337,38611,4.5,869130.3333,107.9666667,48.2,104,20.26666667,79.46666667,91.63333333,784.0666667,40.43333333,100.6333333,31.76666667,159.7,680.2,,,,132.0333333,652.1,547.9,37.83333333,90,31.9,11.6,29.63333333,62.76666667,663783,180,3409.7,1180.466667,1180147,,61,590,38529608
Tampa,2009,3,2737426,41,234507,1943086,17.39999962,34.90000153,86.69999695,40.70000076,7.300000191,25.39999962,8.5,13.5,10.5,81875,52066,77638,94.90000153,70138272,44186,38853,4.433333333,884389,108.5,48.23333333,105.1666667,19.63333333,81,91.73333333,788.6333333,40.7,102.2666667,31.83333333,159.3666667,683.2333333,,,,132.3666667,655.9,550.9,37.8,89.9,31.73333333,11.63333333,30,63.4,667703,181.9,3187.7,1216.733333,2395595,25.60000038,62,590,38706872
Tampa,2009,4,2741388,41.09999847,238952,1949756,17.10000038,34.5,86.80000305,41.29999924,7.599999905,25.79999924,8.399999619,13.19999981,10.89999962,81658,51605,77910,94.90000153,70184896,44036,39096,3.7,889617,109.3333333,48.23333333,104.5666667,19.63333333,81,90.63333333,785.8333333,40.86666667,101.4666667,31.6,158.3666667,681.1,,,,131.5666667,654.2,549.6666667,37.23333333,89.7,31.36666667,11.96666667,29.5,63.26666667,671622,183.97,2971.5,1139.566667,2539482,25.60000038,63,590,38884136
Tampa,2010,1,2745350,41.29999924,243397,1956426,16.70000076,34.20000076,86.90000153,41.90000153,7.900000095,26.20000076,8.399999619,13,11.39999962,81440,51144,78183,94.90000153,70231528,43885,39338,4,880474.6667,110.1333333,48.36666667,104.7333333,19.6,82.3,88.36666667,790.2,42.4,102.3333333,31.5,159.8333333,684.8,35.06666667,19.56666667,685.8666667,130.7666667,658.8333333,554.1,37.53333333,90.8,31.56666667,11.73333333,29.3,63.63333333,675541,185.02,2557.6,1016.333333,2154354,25.70000076,63,589,39061400
Tampa,2010,2,2751541,41.40000153,243302,1965666,16.70000076,34,87,42.20000076,7.599999905,25.89999962,8.399999619,13.19999981,11.60000038,81928,51173,78944,94.90000153,70278160,43735,39734,3.733333333,885964,111.2,48.76666667,103.3,20.16666667,83.6,85.56666667,790.8,43.2,103.4333333,31.76666667,159.9,687.6333333,35.43333333,19.56666667,693.6333333,128.7333333,662.1,558.6333333,37.9,90.56666667,31.4,11.76666667,28.7,62.83333333,678873,185.94,2065.8,1036.266667,2204082,25.70000076,64,589,39238664
Tampa,2010,3,2757732,41.40000153,243207,1974907,16.60000038,33.90000153,87.19999695,42.5,7.300000191,25.5,8.399999619,13.5,11.89999962,82416,51201,79705,94.90000153,70324784,43584,40131,4.2,894048.6667,113.3,48.73333333,107.5333333,20.8,83.96666667,83.96666667,798.6333333,43.56666667,105.5666667,31.73333333,159.8333333,691.6,35.63333333,19.86666667,708.2,127.5333333,671.4666667,564.0333333,38.06666667,90.6,31.2,11.7,30.63333333,65.06666667,682204,186.69,1579.1,601.6,2448000,25.70000076,65,590,39456400
Tampa,2010,4,2763923,41.5,243111,1984147,16.60000038,33.79999924,87.30000305,42.90000153,7,25.20000076,8.5,13.69999981,12.10000038,82904,51230,80466,94.90000153,70371416,43434,40527,4.533333333,891135.3333,113.6333333,48.63333333,107.3666667,21,84.26666667,82.93333333,799.0666667,43.76666667,104.9333333,32,160.3666667,691.6333333,35.2,20.1,707.3,126.7666667,672.3,564.9666667,38.4,91.4,30.53333333,11.73333333,30.26666667,65.43333333,685536,186.52,1519.9,585.2666667,2438757,25.60000038,66,591,39674140
Tampa,2011,1,2770114,41.59999847,243016,1993387,16.60000038,33.59999847,87.5,43.20000076,6.699999809,24.89999962,8.5,13.89999962,12.30000019,83392,51258,81227,94.90000153,70418048,43283,40923,5.033333333,882132.6667,114.0333333,48.83333333,107.8666667,21.73333333,83.46666667,82.3,800.1333333,43.13333333,103.9666667,32.46666667,161.6,691.5,34.86666667,21.03333333,734.1333333,125.4666667,673.9666667,566.1333333,38.76666667,92.3,30.56666667,11.9,30.53333333,65.4,688867,183.33,1331.2,572.7333333,1971554,25.5,66,592,39891876
Tampa,2011,2,2776039,41.70000076,243357,1997647,16.39999962,33,87.69999695,43.59999847,7.199999809,25.39999962,8.699999809,14.10000038,12.5,82571,50550,80947,94.90000153,70464672,43133,40760,5.333333333,892933,115.5666667,48.53333333,108.4333333,21.8,82.9,81.96666667,798.7,41.76666667,104.4333333,32.23333333,160.8333333,689.9333333,35.3,21.3,752.8666667,123.6666667,674.6333333,566.0333333,39.03333333,90.93333333,30.8,11.93333333,30.23333333,66.2,690723,184.83,896,625.9333333,1998521,25.39999962,67,593,40109612
Tampa,2011,3,2781964,41.70000076,243699,2001906,16.10000038,32.40000153,87.90000153,44,7.599999905,26,9,14.39999962,12.69999981,81750,49842,80667,94.90000153,70511304,42982,40597,6.133333333,897119.6667,116.9,48.4,108.8333333,21.66666667,82.3,79.33333333,791.9666667,40.2,101.9333333,32.23333333,160.5,683.5666667,35.46666667,21.43333333,761.7333333,119.5,672.8666667,564.1,39.43333333,90.46666667,30.56666667,12.2,30.16666667,66.53333333,692580,184.84,824.7,311.1,2157893,25.29999924,67,594,40282336
Tampa,2011,4,2787889,41.79999924,244040,2006166,15.89999962,31.79999924,88.09999847,44.29999924,8.100000381,26.60000038,9.199999809,14.60000038,12.89999962,80928,49133,80387,94.90000153,70557928,42832,40434,6.6,896004.6667,117.8666667,47.63333333,110.6,21.7,81.06666667,74.73333333,783.3333333,37.96666667,101.3333333,32.36666667,158.5,673,35.83333333,21.93333333,785.6333333,112.7666667,670.9,560.3666667,39.33333333,89.03333333,30.16666667,12.26666667,29.96666667,68.4,694436,182.46,967,380.6333333,2211226,25.39999962,67,596,40455064
Tampa,2012,1,2793814,41.79999924,244381,2010425,15.60000038,31.20000076,88.30000305,44.70000076,8.5,27.10000038,9.399999619,14.80000019,13.10000038,80107,48425,80107,94.90000153,70604560,42681,40271,9.333333333,894111.3333,118.2666667,47.33333333,110.8333333,21.26666667,80,71.06666667,768.3333333,35.26666667,97.4,31.7,155.8333333,658.2666667,35.93333333,21.8,783.2333333,106.3666667,662.8,552,38.36666667,87.5,30,12.46666667,29.83333333,68.4,696292,177.23,1101.3,381.6,1930990,25.5,66,597,40627788
Tampa,2012,2,2800171,41.79999924,243664,2016699,15.80000019,30.89999962,88.30000305,44.70000076,8.600000381,27.20000076,9.5,14.89999962,13.19999981,80573,48546,80739,94.69999695,71267712,42938,40598,9.733333333,899903.6667,118.6333333,47.1,110.3666667,20.6,79.56666667,67.13333333,754.4333333,32.6,94.7,31.46666667,152.6666667,644.3333333,35.13333333,21.86666667,767.2333333,99.7,654.9,544.4333333,37.53333333,86.06666667,29,12.63333333,29.53333333,68.13333333,698222,176.17,1118.7,444.9,1947650,25.5,66,598,40800516
Tampa,2012,3,2806528,41.90000153,242947,2022972,16,30.60000038,88.30000305,44.59999847,8.699999809,27.39999962,9.600000381,15.10000038,13.39999962,81039,48667,81372,94.5,71930872,43196,40926,9.766666667,896533.6667,118.8333333,47.23333333,109.8666667,20.5,78.93333333,66.06666667,749.3,31.7,93.13333333,31.13333333,152.2333333,639.9333333,35.3,21.8,770.3666667,97.73333333,652,542.1666667,36.96666667,86.16666667,29.13333333,12.43333333,29.93333333,67.63333333,700153,174.9,1212.9,622.6,2068490,25.60000038,66,599,41618184
Tampa,2012,4,2812884,41.90000153,242230,2029246,16.20000076,30.39999962,88.30000305,44.59999847,8.800000191,27.5,9.600000381,15.30000019,13.5,81504,48787,82004,94.30000305,72594024,43453,41253,9.133333333,891079,119.7666667,47.7,111.0666667,19.9,79.1,64.86666667,751.9,31.33333333,95.46666667,31.16666667,151.8,640.6,35.56666667,21.73333333,771.5,96.23333333,655.5333333,544.5,36.83333333,86,29,12.83333333,29.96666667,68.26666667,702083,174.21,910.6,339.2,2177503,25.60000038,66,600,42435852
Tampa,2013,1,2819241,41.90000153,241513,2035519,16.39999962,30.10000038,88.30000305,44.59999847,8.899999619,27.60000038,9.699999809,15.39999962,13.60000038,81970,48908,82636,94.09999847,73257184,43710,41580,9.533333333,916047.6667,120.7,47.96666667,111.3666667,19.93333333,80,63.3,753.6,30.5,97.26666667,31.06666667,152.0666667,643.2,35.36666667,21.66666667,766.9333333,93.9,660.7333333,549.4333333,36.76666667,86.1,29.2,12.83333333,29.93333333,68.53333333,704013,175.82,891,427.3666667,1896052,25.70000076,65,601,43253520
Tampa,2013,2,2827240,41.90000153,241396,2045800,16.29999924,30.60000038,88.30000305,44.20000076,8.899999619,27.60000038,9.699999809,15.5,13.69999981,82994,49352,83898,94,73928472,43961,42061,8.566666667,933567.6667,121.7333333,48.23333333,112.9,19.83333333,79.83333333,63,762,31.73333333,101.1,31.33333333,152.6333333,649.3,35.76666667,21.86666667,780.7666667,94.7,667.4333333,554.4666667,36.9,86.46666667,29.3,14.43333333,30.16666667,68.23333333,705119,175.07,904.2,301.5,1985185,25.70000076,65,602,44071192
Tampa,2013,3,2835238,42,241279,2056081,16.29999924,31,88.30000305,43.90000153,8.899999619,27.5,9.699999809,15.60000038,13.80000019,84019,49795,85160,94,74599768,44211,42543,8.366666667,938121.3333,123.4333333,48.46666667,111.0333333,19.7,78.56666667,63.06666667,762.8666667,32.03333333,101.2,31.96666667,153.2333333,651.8,35.13333333,21.93333333,770.7333333,95.06666667,667.8666667,556.8,36.93333333,86.53333333,29.73333333,13.4,29.56666667,68.2,706225,170.58,885,318.0333333,2059642,25.70000076,65,600,45130128
Tampa,2013,4,2843237,42,241161,2066361,16.20000076,31.5,88.19999695,43.5,8.800000191,27.5,9.699999809,15.60000038,13.89999962,85043,50239,86421,94,75271056,44462,43024,8.1,944639.6667,124.7666667,48.9,112.3333333,19.7,80.2,63.23333333,771.3333333,32.46666667,102.2333333,32.7,154.2333333,658,34.96666667,22.13333333,774.5333333,95.73333333,674.5666667,562.3666667,37.26666667,86.9,30.03333333,13.13333333,29.46666667,69.73333333,707331,169.64,968.2,354.8,2203149,25.70000076,64,599,46189060
Tampa,2014,1,2851235,42.09999847,241044,2076642,16.10000038,32,88.19999695,43.09999847,8.800000191,27.5,9.699999809,15.69999981,14,86067,50682,87683,93.90000153,75942344,44712,43505,8.6,941996.3333,125.0666667,48.8,110.7,19.36666667,79.6,64.56666667,774.6666667,31.66666667,105.5,33.43333333,155.5666667,663.8666667,35.33333333,22.13333333,783.4666667,96.3,678.2666667,567.6,37.9,87.83333333,29.86666667,13.13333333,28.46666667,69.03333333,708437,171.11,1025.5,547.4333333,1906807,25.60000038,64,597,47247996
Tampa,2014,2,2860541,42.09999847,240996,2089709,16.20000076,31.20000076,88.5,43.29999924,9.199999809,27.79999924,9.800000191,15.69999981,14,87638,51379,89831,93.90000153,76532024,44866,43844,8.066666667,952865,125.5333333,49.5,111.1666667,19.53333333,80.36666667,65.1,782.0333333,32.86666667,107.5666667,33.6,157.3333333,671.2333333,35.7,22,784.1666667,97.9,684.4333333,573.2,38.2,88.53333333,30.56666667,12.93333333,29,69.23333333,709543,171.28,1169.2,539.0666667,1988394,25.60000038,63,595,48306928
Tampa,2014,3,2869847,42.09999847,240948,2102776,16.39999962,30.39999962,88.80000305,43.5,9.600000381,28.20000076,10,15.69999981,14,89210,52075,91978,93.90000153,77121704,45020,44182,7.833333333,954749,126.1,49.76666667,111.7,19.96666667,82.53333333,65.4,791.4333333,33.03333333,110,33.96666667,158.2666667,679.3,35.3,22.13333333,782.2,98.43333333,692.7,580.9,38.4,88.96666667,30.9,12.93333333,29.3,69.5,,170.18,1181.1,596.8,2099845,25.60000038,64,596,49279888
Tampa,2014,4,2879152,42.09999847,240900,2115842,16.5,29.70000076,89,43.79999924,10,28.5,10.19999981,15.60000038,13.89999962,90781,52772,94126,93.80000305,77711384,45173,44521,6.733333333,955343,127.4,50.2,110.2666667,20.23333333,84,66.7,797.1,33.36666667,111.1333333,34.13333333,159.4333333,686.2333333,35.36666667,22,777.7,100.0666667,696.3666667,586.2333333,38.9,89.26666667,31.3,13,29.23333333,68.13333333,,170.1,1224.4,581.3333333,2170671,25.60000038,64,597,50252852
Tampa,2015,1,2888458,42.09999847,240852,2128909,16.60000038,28.89999962,89.30000305,44,10.39999962,28.89999962,10.30000019,15.60000038,13.89999962,92352,53468,96273,93.80000305,78301064,45327,44859,6.733333333,944887.3333,128.6666667,50.4,110.9,20.5,85.16666667,67.86666667,808.4666667,33.93333333,114.2333333,34.46666667,161.4666667,696.8,35.73333333,21.76666667,778.9666667,101.7666667,705.9666667,595.0333333,39.4,89.76666667,32.33333333,12.83333333,29.36666667,68.6,,172.48,1430.1,580.1666667,1917786,25.70000076,65,597,51225812
Tampa,2015,2,2898272,42.20000076,240047,2141566,16.20000076,29.89999962,89.19999695,43.59999847,10.30000019,28.89999962,10.30000019,15.30000019,13,93126,53672,97502,93.80000305,78407344,45184,44869,6.533333333,955144,128.9333333,50.56666667,109.5666667,21.03333333,85.86666667,69.66666667,812.9333333,33.03333333,116.6666667,34.86666667,162.3,702.9666667,35.6,21.6,765.7666667,102.6666667,709.7666667,600.2333333,39.73333333,89.4,33.2,12.73333333,28.33333333,68.5,,173.02,1535.4,765.2666667,1995890,25.70000076,65,598,52198772
Tampa,2015,3,2908086,42.20000076,239241,2154223,15.80000019,30.89999962,89.09999847,43.09999847,10.19999981,28.79999924,10.19999981,14.89999962,12.10000038,93900,53876,98730,93.80000305,78513616,45041,44878,6.633333333,957591,129.6666667,51.23333333,109.2333333,20.53333333,86.5,71.26666667,818.3333333,32.86666667,118.8,35.16666667,163.2666667,709.6,35.8,21.73333333,778.6666667,104.2,714.8333333,605.4,40.13333333,89.03333333,34.13333333,12.66666667,28.43333333,68.2,,174.03,1684.6,696.1,2152847,25.70000076,65,596,53497404
Tampa,2015,4,2917900,42.29999924,238436,2166880,15.39999962,31.89999962,89,42.70000076,10,28.79999924,10.19999981,14.60000038,11.10000038,94674,54080,99959,93.69999695,78619888,44898,44888,5.866666667,960624,130.7,51.8,109.4333333,20.5,88.03333333,72.43333333,825.6,32.6,121.0333333,35.46666667,164.9666667,717.3,35.43333333,21.56666667,764.1333333,105.0333333,721.5666667,612.2666667,40.36666667,89.4,35.1,12.7,28.06666667,68.73333333,,176.99,1771.9,934.0333333,2208483,25.79999924,65,595,54796032
Tampa,2016,1,2927714,42.29999924,237630,2179537,15,32.90000153,88.90000153,42.20000076,9.899999619,28.79999924,10.10000038,14.19999981,10.19999981,95448,54284,101187,93.69999695,78726168,44755,44897,6.533333333,954326,131.5333333,52.76666667,109.9333333,20.76666667,88.8,73.43333333,835.2333333,33,122.7333333,36.03333333,165.3,724.3333333,35.4,21.66666667,768.7333333,106.4333333,727.7666667,617.9,40.73333333,88.8,35.73333333,12.5,28.66666667,68.66666667,,179.85,1760.7,878.7666667,1866326,25.89999962,64,593,56094664
Tampa,2016,2,2937528,42.29999924,236825,2192194,14.60000038,33.90000153,88.80000305,41.79999924,9.800000191,28.79999924,10,13.89999962,9.300000191,96511,54614,102853,93.69999695,79996760,45246,45529,6.433333333,966874.3333,132.6,53.53333333,110.9666667,21.03333333,90.26666667,73.96666667,842.5666667,33.26666667,123.4666667,36.46666667,166.9333333,731.4666667,35.63333333,21.66666667,770.8333333,107.2,735.2,624.2666667,41.23333333,89.43333333,36.33333333,12.43333333,29.06666667,69.4,,182.55,1826,961.4,2009119,25.89999962,64,591,57393296
Tampa,2016,3,2947342,42.40000153,236019,2204851,14.19999981,34.90000153,88.69999695,41.29999924,9.699999809,28.79999924,10,13.5,8.399999619,97574,54944,104519,93.69999695,81267352,45737,46160,6.366666667,963628,132.9333333,54.03333333,110.7666667,20.93333333,90.93333333,75.13333333,848.9333333,33.43333333,126.3333333,36.56666667,168.0666667,738.7333333,35.73333333,21.76666667,780.2666667,108.6666667,741,630.0666667,41.33333333,90.1,36.7,12.5,28.83333333,69.5,,185.71,2160.3,1200.6,2198906,26,64,589,58691924
Tampa,2016,4,2957156,42.40000153,235214,2217508,13.80000019,35.90000153,88.59999847,40.79999924,9.5,28.70000076,9.899999619,13.19999981,7.5,98637,55273,106184,93.69999695,82537944,46227,46792,5.4,954397.6667,133.1333333,54.43333333,111.0666667,20.9,92.06666667,76.56666667,856.9333333,33.6,130.2,36.56666667,169.8333333,747.3333333,35.9,22.16666667,796.5333333,110.1666667,748.0333333,637.1,41.1,90.83333333,37.76666667,12.46666667,29,69.6,,190.04,2204.2,1002.866667,2269043,26.10000038,64,588,59990556
,,,,,,,,,,,,,,,,99700,55603,107850,93.69999695,83808536,46718,47423,5.2,952714.6667,134.1666667,55.33333333,111.5666667,20.66666667,93.4,77.13333333,865.0666667,34.26666667,132.2,36.7,169.9666667,753.5666667,35.86666667,22.73333333,816.5666667,111.3666667,753.8,642.1666667,40.8,91.26666667,37.9,12.5,29.1,69.86666667,,193.14,2280.8,901.4666667,1939154,26.20000076,65,765,44411700
,,,,,,,,,,,,,,,,101227,56165,110334,93.80000305,85490808,47405,48254,5.133333333,967411,135.4333333,56.16666667,111.8333333,20.63333333,95.16666667,77.33333333,876.2,34.86666667,135.3333333,36.86666667,172.4333333,764.2333333,35.73333333,23.5,836.5,112.2,763.8,652.0333333,40.8,93.46666667,38.13333333,12.56666667,29.1,70.13333333,,196.39,2391,1625.033333,2089041,26.20000076,66,774,45359460
,,,,,,,,,,,,,,,,102755,56728,112818,93.80000305,87173072,48092,49085,5.633333333,973417,136.4333333,57.13333333,111.8333333,20.56666667,96.86666667,77.9,884.1333333,35.3,137.6666667,36.96666667,173.8666667,772.9,35.26666667,23.16666667,817.4333333,113.2666667,771.6666667,659.6666667,40.63333333,94.23333333,38.96666667,12.76666667,29.4,69.76666667,,199.21,2378.4,1112.2,2343490,26.29999924,67,783,46307220
,,,,,,,,,,,,,,,,104282,57290,115302,93.90000153,88855344,48778,49916,4.733333333,975919.6667,137.6333333,57.83333333,112.7666667,20.43333333,97.3,78.66666667,893.9,36.76666667,140.7,37.23333333,175.3666667,782.1666667,35,22.83333333,799.6666667,115.3333333,779.4,666.7333333,40.5,94.9,39.9,13,29.56666667,70.23333333,,204.48,2734.4,1192,2418803,26.5,68,792,47254980
,,,,,,,,,,,,,,,,105809,57852,117786,93.90000153,90537616,49465,50747,4.8,977525.6667,139.0666667,58.66666667,112.7666667,20.6,98.53333333,78.53333333,900,37.8,142.1666667,37.16666667,174.9,786.8666667,34.8,22.83333333,796.1666667,116.3,783.4666667,670.6333333,40.36666667,94.66666667,39.86666667,13.23333333,29.13333333,70.3,,209.58,2752.9,1497.766667,2094351,26.79999924,68,801,48202736
,,,,,,,,,,,,,,,,106702,58049,119400,94,92219888,50152,51173,4.7,996048,140.0666667,59.13333333,112.9333333,21.1,100.1666667,79.03333333,909.7333333,39.13333333,145.4666667,37.5,175.4666667,797,34.76666667,22.7,786.4333333,118.1333333,791.8666667,679,40.13333333,94.83333333,40.6,13.3,28.96666667,70.76666667,,212.67,2857.5,1953.433333,2254627,27,69,810,49150496
,,,,,,,,,,,,,,,,107594,58246,121015,94,93902152,50839,51599,4.566666667,994740.3333,141.1666667,59.76666667,113.6333333,21.96666667,100.7,79.13333333,919.3,39.6,148.4,37.66666667,176.8,805.4666667,34.86666667,22.9,798.9333333,118.8666667,800.4,686.6666667,39.8,95.36666667,41.6,13.26666667,29.06666667,71.33333333,,217.94,2868.7,1972.966667,2433260,27.20000076,70,814,50392424
,,,,,,,,,,,,,,,,108487,58442,122629,94,95584424,51525,52024,3.933333333,999437,142.8,60.56666667,114.3333333,22.56666667,102.1333333,79.4,928.0666667,39.86666667,150.8,38.13333333,178.5,815.4,34.8,23.1,803.8,119.2333333,810.2666667,696,39.7,95.93333333,42.8,13.43333333,29.33333333,71.6,,224.69,2853,1514.2,2413190,27.39999962,71,818,51634352
,,,,,,,,,,,,,,,,109379,58639,124243,94.09999847,97266688,52212,52450,3.566666667,1005465.333,143.7333333,61.3,114.4,22.8,103.7666667,80.73333333,938.2666667,39.3,153.5333333,38.5,180,822.9,34.83333333,23.23333333,810.1333333,120.0666667,817.3666667,702.9,39.33333333,96.46666667,44.3,13.5,28.83333333,71.96666667,,229.12,3076.2,1385.633333,2044930,27.60000038,72,821,52876280
,,,,,,,,,,,,,,,,110272,58836,125857,94.09999847,98948960,52899,52876,3.633333333,1023665,144.3,62.23333333,114.1,23.13333333,105.2,81.5,944.2333333,39.13333333,155.5333333,38.86666667,180.2666667,829.9666667,35.1,23.9,836.4,120.6,823.5,709.5,39.36666667,96.5,44.43333333,13.56666667,28.53333333,72.16666667,,233.88,3165.2,1336.6,2253759,27.89999962,73,825,54118208
,,,,,,,,,,,,,,,,111164,59033,127472,94.19999695,100631232,53586,53302,4.133333333,1036426,146.8666667,63.1,115.5333333,23.2,106,82.23333333,956.1666667,40.26666667,156.8666667,39.33333333,182.1333333,840.2666667,35.43333333,24.26666667,861.4666667,122.6,833.3333333,717.6666667,39.73333333,97.2,45.1,13.7,28.83333333,72.93333333,,240.03,3403,1464.966667,2459050,,73,823,54871020
,,,,,,,,,,,,,,,,112057,59229,129086,94.19999695,102313504,54272,53727,3.8,1036243.333,147.8666667,64.03333333,116.6666667,23.43333333,107.5666667,82.7,963.8333333,41.5,157.8,38.96666667,180.3,844.8333333,35.7,24.96666667,890.2333333,124.1,837.1333333,720.5666667,39.36666667,96.6,44.46666667,13.63333333,29.36666667,73.56666667,,247.81,3219.3,1616.8,1735247,,74,821,55623832
,,,,,,,,,,,,,,,,,,,,,,,3.866666667,1044226.333,148.2,63.73333333,117.3666667,23.5,108.6,83.76666667,974.6666667,42.83333333,161.4,39.5,184.5,855.1666667,35.53333333,25.13333333,893.9333333,126.6,846.0666667,728.6333333,39.73333333,99.36666667,45.43333333,13.56666667,29.9,73.86666667,,,3086.3,1986.166667,,,74,819,56376644
,,,,,,,,,,,,,,,,,,,,,,,2.8,1052667.333,149.7666667,64.2,118.5666667,23.6,109.3,83.76666667,976.3666667,43.2,161.7333333,39.56666667,184.6333333,859.6666667,35.4,25.16666667,889.3333333,126.9666667,851.3666667,732.8666667,39.36666667,99.03333333,46.23333333,13.53333333,31.2,74.06666667,1248791,221.43,6502.7,2742.7,,,74,817,57129456
,,,,,,,,,,,,,,,,,,,,,,,2.766666667,1067664,149.9,63.86666667,119,23.26666667,113.2666667,83.3,982.6,42.86666667,163.2,39.56666667,185.5666667,865.1,35.46666667,25.33333333,900.6666667,126.2666667,857.9,738.7666667,39.5,99.03333333,46.93333333,13.4,31.13333333,74.36666667,1256852,235.78,6898.2,2913.666667,,,75,810,56805752
,,,,,,,,,,,,,,,,113843,42934,103909,95.69999695,116586784,43131,34748,4.366666667,1248794,156.9666667,98.83333333,148,31.7,128.7333333,76.9,1196.633333,85.63333333,188.1333333,50.13333333,231.7333333,1049.033333,,,,162.5333333,1034.3,886.5,52.16666667,147.4333333,32.1,20.66666667,22.36666667,104.8666667,1264913,250.86,7025.2,2964.233333,,,75,804,56482048
,,,,,,,,,,,,,,,,114943,43149,105722,95.90000153,115724656,42760,35212,4,1257725.667,157.5333333,100.2666667,147.7666667,31.5,129.6333333,77.23333333,1204.733333,87.46666667,188.7,49.93333333,234.8666667,1057.066667,,,,164.6666667,1040.3,892.3666667,52.86666667,150,31.93333333,20.6,22.56666667,104.5666667,1272974,266.67,6668.3,2415.966667,,,76,797,56158344
,,,,,,,,,,,,,,,,116043,43365,107535,96.19999695,114862520,42389,35676,3.8,1262235.667,158.2,101.5,148.0666667,32.06666667,130.0666667,77.83333333,1213.933333,90.13333333,191.1,48.8,235.3,1064.9,,,,167.9666667,1044.933333,896.9,52.93333333,150.9666667,31.4,20.83333333,22.46666667,104.8666667,1281036,278.28,6216.2,2533.9,,,76,790,55834640
,,,,,,,,,,,,,,,,117143,43580,109347,96.40000153,114000384,42017,36139,3.666666667,1265867.333,158.1666667,103.1333333,148.1333333,32.23333333,130.4,78.43333333,1216.9,92.03333333,190.2666667,47.3,235.5,1067.533333,,,,170.5,1045.233333,897.0666667,53.1,151.1333333,31.26666667,20.9,22.9,104.3,1289097,285.16,5413.3,2076.6,,,76,790,56282648
,,,,,,,,,,,,,,,,118243,43795,111160,96.59999847,113138248,41646,36603,3.333333333,1268514,159.4666667,104.1,148.0333333,32.16666667,130.8,78.9,1223.333333,93.9,192.6666667,46.1,237.4666667,1075.566667,,,,172.7333333,1050.766667,902.9333333,53.46666667,152.6666667,31.36666667,20.86666667,23.03333333,104.0333333,1297158,288.2,3604.3,1523.233333,,,75,789,56730656
